file_name,function_name,complexity,tokens,model,llm_latency_s,verification_latency_s,verdict,orig_instrs,final_instrs,reduction_pct,finish_reason,syntax_error
functionobjects.bc,_Z9quicksortIPd24inline_less_than_functorEvT_S2_T0_,6,18966,gemini/gemini-3.5-flash,63.598,,syntax_fail,,,,stop,"/home/jovyan/llvm_toolchain/llvm-project/llvm/build/bin/llvm-as: /tmp/tmpup88kxap.ll:774:13: error: expected instruction opcode
  %i.next = %i.curr
            ^"
functionobjects.bc,_Z9quicksortIPdEvT_S1_,6,18762,gemini/gemini-3.5-flash,69.436,,syntax_fail,,,,stop,"/home/jovyan/llvm_toolchain/llvm-project/llvm/build/bin/llvm-as: /tmp/tmpd08_h4ca.ll:773:16: error: expected instruction opcode
  %left.next = %left.scan.ptr
               ^"
functionobjects.bc,_ZNSt3__116__insertion_sortB8ne190102INS_17_ClassicAlgPolicyERPFbddEPdEEvT1_S6_T0_,6,18978,gemini/gemini-3.5-flash,67.321,3.37,rejected,,,,stop,
functionobjects.bc,_ZNSt3__133__bitset_partition_partial_blocksB8ne190102INS_17_ClassicAlgPolicyERPFbddEPddEEvRT1_S7_T0_RT2_RySB_,10,20706,gemini/gemini-3.5-flash,86.451,1.462,unsupported,,,,stop,
functionobjects.bc,_ZNSt3__131__partition_with_equals_on_leftB8ne190102INS_17_ClassicAlgPolicyEPdR17less_than_functorEET0_S5_S5_T1_,11,19826,gemini/gemini-3.5-flash,74.217,,syntax_fail,,,,stop,"/home/jovyan/llvm_toolchain/llvm-project/llvm/build/bin/llvm-as: assembly parsed, but does not verify as correct!
PHI node entries do not match predecessors!
  %first.loop2.phi = phi ptr [ %0, %entry ], [ %first.loop2.inc, %loop2.header ]
label %loop2.header
label %loop2.cmp"
functionobjects.bc,_ZNSt3__17__sort5B8ne190102INS_17_ClassicAlgPolicyER17less_than_functorPdEEvT1_S5_S5_S5_S5_T0_,5,18637,gemini/gemini-3.5-flash,75.184,4.959,passed,,,,stop,
functionobjects.bc,_ZNSt3__133__bitset_partition_partial_blocksB8ne190102INS_17_ClassicAlgPolicyER17less_than_functorPddEEvRT1_S6_T0_RT2_RySA_,10,20700,gemini/gemini-3.5-flash,79.914,1.489,unsupported,,,,stop,
functionobjects.bc,_ZNSt3__132__partition_with_equals_on_rightB8ne190102INS_17_ClassicAlgPolicyEPdR24inline_less_than_functorEENS_4pairIT0_bEES6_S6_T1_,10,20016,gemini/gemini-3.5-flash,71.657,8.908,rejected,,,,stop,
functionobjects.bc,_ZNSt3__111__sift_downB8ne190102INS_17_ClassicAlgPolicyER24inline_less_than_functorPdEEvT1_OT0_NS_15iterator_traitsIS5_E15difference_typeES5_,11,19862,gemini/gemini-3.5-flash,68.989,3600.134,unsupported,,,,stop,
functionobjects.bc,_ZNSt3__133__bitset_partition_partial_blocksB8ne190102INS_17_ClassicAlgPolicyER24inline_less_than_functorPddEEvRT1_S6_T0_RT2_RySA_,10,20702,gemini/gemini-3.5-flash,74.535,1.511,unsupported,,,,stop,
