file_name,function_name,complexity,tokens,model,llm_latency_s,verification_latency_s,verdict,orig_instrs,final_instrs,reduction_pct,finish_reason,syntax_error
functionobjects.bc,_Z18quicksort_functionPdS_PFbddE,6,18888,gemini/gemini-3.5-flash,41.482,254.792,passed,,,,stop,
functionobjects.bc,_Z9quicksortIPdPFbddEEvT_S3_T0_,6,18892,gemini/gemini-3.5-flash,67.936,100.869,passed,,,,stop,
functionobjects.bc,_ZNSt3__118__bitset_partitionB8ne190102INS_17_ClassicAlgPolicyEPdRPFbddEEENS_4pairIT0_bEES7_S7_T1_,14,21194,gemini/gemini-3.5-flash,107.043,1.44,unsupported,,,,stop,
functionobjects.bc,_ZNSt3__132__partition_with_equals_on_rightB8ne190102INS_17_ClassicAlgPolicyEPdRPFbddEEENS_4pairIT0_bEES7_S7_T1_,10,20026,gemini/gemini-3.5-flash,91.635,,syntax_fail,,,,stop,"/home/jovyan/llvm_toolchain/llvm-project/llvm/build/bin/llvm-as: /tmp/tmpgj5wzu08.ll:743:5: error: expected '=' after instruction id
  %5_curr = phi ptr [ %0, %entry ], [ %5_next, %loop1 ]
    ^"
functionobjects.bc,_ZNSt3__124__swap_bitmap_pos_withinB8ne190102INS_17_ClassicAlgPolicyEPdEEvRT0_S4_RyS5_,7,19314,gemini/gemini-3.5-flash,99.157,342.787,unsupported,,,,stop,
functionobjects.bc,_ZNSt3__126__insertion_sort_unguardedB8ne190102INS_17_ClassicAlgPolicyER17less_than_functorPdEEvT1_S5_T0_,5,18929,gemini/gemini-3.5-flash,53.276,2.686,passed,,,,stop,
functionobjects.bc,_ZNSt3__132__partition_with_equals_on_rightB8ne190102INS_17_ClassicAlgPolicyEPdR17less_than_functorEENS_4pairIT0_bEES6_S6_T1_,10,20011,gemini/gemini-3.5-flash,92.958,8.098,rejected,,,,stop,
functionobjects.bc,_ZNSt3__111__sift_downB8ne190102INS_17_ClassicAlgPolicyER17less_than_functorPdEEvT1_OT0_NS_15iterator_traitsIS5_E15difference_typeES5_,11,19858,gemini/gemini-3.5-flash,73.936,3600.122,unsupported,,,,stop,
functionobjects.bc,_ZNSt3__116__insertion_sortB8ne190102INS_17_ClassicAlgPolicyER24inline_less_than_functorPdEEvT1_S5_T0_,6,18974,gemini/gemini-3.5-flash,36.006,2.001,rejected,,,,stop,
functionobjects.bc,_ZNSt3__131__partition_with_equals_on_leftB8ne190102INS_17_ClassicAlgPolicyEPdR24inline_less_than_functorEET0_S5_S5_T1_,11,19832,gemini/gemini-3.5-flash,77.08,3.437,rejected,,,,stop,
functionobjects.bc,_ZNSt3__17__sort5B8ne190102INS_17_ClassicAlgPolicyER24inline_less_than_functorPdEEvT1_S5_S5_S5_S5_T0_,5,18642,gemini/gemini-3.5-flash,47.286,5.111,passed,,,,stop,
functionobjects.bc,_ZNSt3__19__sift_upB8ne190102INS_17_ClassicAlgPolicyER24inline_less_than_functorPdEEvT1_S5_OT0_NS_15iterator_traitsIS5_E15difference_typeE,5,18696,gemini/gemini-3.5-flash,57.341,170.136,passed,,,,stop,
cholesky.bc,kernel_cholesky,5,4559,gemini/gemini-3.5-flash,33.696,293.564,passed,147,55,62.59,stop,
cholesky.bc,kernel_cholesky_StrictFP,5,4541,gemini/gemini-3.5-flash,41.302,2.162,passed,147,62,57.82,stop,
himenobmtxpa.bc,jacobi,8,28705,gemini/gemini-3.5-flash,153.594,,syntax_fail,1464,1464,0.0,stop,"/home/jovyan/llvm_toolchain/llvm-project/llvm/build/bin/llvm-as: /tmp/tmp7cnt4nls.ll:193:21: error: expected instruction opcode
  %a_stride_dim_1 = %a_stride_dim
                    ^"
ludcmp.bc,kernel_ludcmp_StrictFP,10,6784,gemini/gemini-3.5-flash,84.784,114.423,passed,278,123,55.76,stop,
huffbench.bc,heap_adjust,5,3126,gemini/gemini-3.5-flash,182.572,1.451,unsupported,100,100,0.0,stop,
fpcmp.bc,contains_non_printable_characters,5,3598,gemini/gemini-3.5-flash,23.008,1.821,rejected,52,52,0.0,stop,
